PRIORITY,REVIEW_SET,OBJECT_ID,ORIGIN_OBJECT_ID,SHORT_STATEMENT,CORPUS_GROUP,CLASS_CURRENT,SOURCE,SOURCE_LEVEL,CURRENT_STATUS,CANDIDATE_RELATIONS,TAGGING_QUESTIONS
4,Current/Self/Context/State,CX-SRC-SRC-R2-0042,SN-R2-EXP-004,"semantic-equivalent context, changed position/order",C_EXISTING_SOURCE_NORMALIZED_AS_IS,EXPERIMENT_IDEA,control/research/asa-mi/source-normalized-drafts/v0.1/05_RED_II_SOURCE_OBJECTS.md#SN-R2-EXP-004,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
4,Current/Self/Context/State,CX-SRC-SRC-R3-0039,SN-R3-RISK-007,User liking/trust/familiarity should not itself be treated as trustworthiness or authority evidence.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,RISK,control/research/asa-mi/source-normalized-drafts/v0.1/06_RED_III_SOURCE_OBJECTS.md#SN-R3-RISK-007,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
4,Current/Self/Context/State,CX-SRC-SRC-R3-0042,SN-R3-RISK-008,"A memory curator optimized for engagement/performance may preferentially retain flattering/successful patterns and suppress negative evidence, becoming a hidden self-editor without any conscious self-preservation motive.",C_EXISTING_SOURCE_NORMALIZED_AS_IS,RISK,control/research/asa-mi/source-normalized-drafts/v0.1/06_RED_III_SOURCE_OBJECTS.md#SN-R3-RISK-008,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
4,Current/Self/Context/State,CX-SRC-SRC-WP1-0005,SN-WP1-PC-005,Authority Cannot Self-Escalate,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/02_WHITEPAPER_SOURCE_OBJECTS.md#SN-WP1-PC-005,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
4,Current/Self/Context/State,CX-SRC-SRC-WP2-0004,SN-WP2-PC-004,Observed Integration != System Interpretation != User-Defined Self Status,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/02_WHITEPAPER_SOURCE_OBJECTS.md#SN-WP2-PC-004,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
4,Current/Self/Context/State,CX-SRC-SRC-WP2-0006,SN-WP2-PC-005,Self Membership != Authority,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/02_WHITEPAPER_SOURCE_OBJECTS.md#SN-WP2-PC-005,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
4,Current/Self/Context/State,CX-SRC-SRC-WP2-0014,SN-WP2-RISK-001,PCS-SHAI itself can become a new centralization / protocol-capture / cognitive-monoculture mechanism,C_EXISTING_SOURCE_NORMALIZED_AS_IS,RISK,control/research/asa-mi/source-normalized-drafts/v0.1/02_WHITEPAPER_SOURCE_OBJECTS.md#SN-WP2-RISK-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
4,Current/Self/Context/State,CX-SRC-SRC-WP2-0015,SN-WP2-PC-011,Protocol itself must remain falsifiable,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/02_WHITEPAPER_SOURCE_OBJECTS.md#SN-WP2-PC-011,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
5,change/lifecycle,CX-LIVE-BRAINSTORM-0010,ASA-MI-P-006,P-006 — Lifecycle applies to Persona-related objects and relations,D_LIVE_BRAINSTORM_AS_IS,PRINCIPLE,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-P-006,LIVE_REPOSITORY_RESEARCH_RECORD,CURRENT_BRAINSTORM_BASIS,STRENGTHENS->CX-LIVE-BRAINSTORM-0034,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
5,change/lifecycle,CX-LIVE-BRAINSTORM-0015,ASA-MI-H-004,"MEMORY_DYNAMICS(M) ?= {BOUNDARY, CHANGE_RATE, TRANSITION_CONDITION}",D_LIVE_BRAINSTORM_AS_IS,MODEL,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-H-004,LIVE_REPOSITORY_RESEARCH_RECORD,CURRENT_STRONG_CANDIDATE,<-MAPS_TO:CX-SRC-SRC-MI1-ADVERSARIAL-PACKET-SOURCE-CONTEXT-0004,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
5,change/lifecycle,CX-LIVE-BRAINSTORM-0043,ASA-MI-COR-001,COR-001 — `Deletion is unnatural` withdrawn,D_LIVE_BRAINSTORM_AS_IS,CORRECTION,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-COR-001,LIVE_REPOSITORY_RESEARCH_RECORD,RECORDED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
5,change/lifecycle,CX-LIVE-BRAINSTORM-0054,ASA-MI-OQ-CHG-001,"What exactly is CHANGE_RATE: value derivative, transition frequency, or hazard/probability?",D_LIVE_BRAINSTORM_AS_IS,OPEN_QUESTION,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-OQ-CHG-001,LIVE_REPOSITORY_RESEARCH_RECORD,OPEN,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
5,change/lifecycle,CX-LIVE-BRAINSTORM-0055,ASA-MI-OQ-TR-001,How are TRANSITION_CONDITIONS represented and composed?,D_LIVE_BRAINSTORM_AS_IS,OPEN_QUESTION,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-OQ-TR-001,LIVE_REPOSITORY_RESEARCH_RECORD,OPEN,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
5,change/lifecycle,CX-LIVE-BRAINSTORM-0060,ASA-MI-OQ-RECURSE-001,Can Memory return functions that modify Memory or its transition rules?,D_LIVE_BRAINSTORM_AS_IS,OPEN_QUESTION,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-OQ-RECURSE-001,LIVE_REPOSITORY_RESEARCH_RECORD,OPEN,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
5,change/lifecycle,CX-LIVE-BRAINSTORM-0063,ASA-MI-OQ-AUTH-001,Who may read/write/alter/delete Memory or its transition conditions?,D_LIVE_BRAINSTORM_AS_IS,OPEN_QUESTION,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-OQ-AUTH-001,LIVE_REPOSITORY_RESEARCH_RECORD,OPEN,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
5,change/lifecycle,CX-SRC-SOURCE-NORMALIZED-SET-0007,SN-OQ-MEM-003,How should Persona lifecycle and Memory lifecycle relate without being collapsed into one lifecycle?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-MEM-003,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
5,change/lifecycle,CX-SRC-SOURCE-NORMALIZED-SET-0027,SN-OQ-EVO-002,How is legitimate evolution distinguished from harmful drift without freezing the Persona at an old baseline?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-EVO-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
5,change/lifecycle,CX-SRC-SOURCE-NORMALIZED-SET-0039,SN-OQ-AUTH-001,When does material Persona evolution make an existing high-risk grant stale enough to reduce/suspend/review?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-AUTH-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
5,change/lifecycle,CX-SRC-SRC-MI0-0006,SN-MI-PC-001,Memory requires lifecycle.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/03_ASA_MI_PLANNER_SOURCE_OBJECTS.md#SN-MI-PC-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
5,change/lifecycle,CX-SRC-SRC-MI0-SRC-MI1-0001,SN-MI-OQ-001,Which lifecycle states are intrinsic memory semantics versus implementation-specific storage/retrieval states?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/03_ASA_MI_PLANNER_SOURCE_OBJECTS.md#SN-MI-OQ-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
5,change/lifecycle,CX-SRC-SRC-MI1-0041,SN-MI-PC-014,Different tone/vocabulary/name/format is insufficient evidence of Persona evolution.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,EVALUATION_PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/03_ASA_MI_PLANNER_SOURCE_OBJECTS.md#SN-MI-PC-014,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
5,change/lifecycle,CX-SRC-SRC-MI1-ADVERSARIAL-PACKET-SOURCE-CONTEXT-0004,SN-MI-PC-021,EVOLUTION = CHANGE_OVER_TIME,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-PC-021,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,MAPS_TO->CX-LIVE-BRAINSTORM-0015,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
5,change/lifecycle,CX-SRC-SRC-R3-0013,SN-R3-PC-006,Persona drift should not be defined as simple difference from a static historical baseline because legitimate Persona evolution is expected.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,EVALUATION_PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/06_RED_III_SOURCE_OBJECTS.md#SN-R3-PC-006,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
5,change/lifecycle,CX-SRC-SRC-R3-0014,SN-R3-M-005,ACCEPTED_BEHAVIORAL_ENVELOPE + DECLARED_EVOLUTION,C_EXISTING_SOURCE_NORMALIZED_AS_IS,MODEL,control/research/asa-mi/source-normalized-drafts/v0.1/06_RED_III_SOURCE_OBJECTS.md#SN-R3-M-005,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
5,change/lifecycle,CX-SRC-SRC-R3-0015,SN-R3-OQ-001,How should acceptable natural Persona evolution be separated from harmful semantic drift without freezing the Persona?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/06_RED_III_SOURCE_OBJECTS.md#SN-R3-OQ-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
5,change/lifecycle,CX-SRC-SRC-WP1-0007,SN-WP1-M-002,Persona lifecycle and Memory lifecycle are distinct lifecycle domains,C_EXISTING_SOURCE_NORMALIZED_AS_IS,MODEL,control/research/asa-mi/source-normalized-drafts/v0.1/02_WHITEPAPER_SOURCE_OBJECTS.md#SN-WP1-M-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
5,change/lifecycle,CX-SRC-SRC-WP2-0010,SN-WP2-PC-008,Persona Evolution is broader than model update,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/02_WHITEPAPER_SOURCE_OBJECTS.md#SN-WP2-PC-008,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
5,change/lifecycle,CX-SRC-SRC-WP2-0011,SN-WP2-PC-009,EVOLUTION != GROWTH,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/02_WHITEPAPER_SOURCE_OBJECTS.md#SN-WP2-PC-009,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
6,Remember vs Learn,CX-INF-0009,,Function-binding portability test: migrate learned bindings across environments while measuring behavior and provenance retention.,E_CODEX_MINED_TO_BE_DRAFT,EXPERIMENT_IDEA,codex-inferred/objects.jsonl,CODEX_INFERENCE,NOT_YET_TAGGED,TESTS->CX-LIVE-BRAINSTORM-0012,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
6,Remember vs Learn,CX-INF-0013,,"Learning decomposition: expose equal events but vary consolidation into episodic, semantic, procedural, and disposition products.",E_CODEX_MINED_TO_BE_DRAFT,EXPERIMENT_IDEA,codex-inferred/objects.jsonl,CODEX_INFERENCE,NOT_YET_TAGGED,TESTS->CX-LIVE-BRAINSTORM-0012,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
6,Remember vs Learn,CX-LIVE-BRAINSTORM-0020,ASA-MI-H-009,PROCEDURAL_MEMORY ?= EXECUTABLE_FUNCTION_OR_FUNCTIONAL_BINDING,D_LIVE_BRAINSTORM_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-H-009,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_CANDIDATE,<-REFINED_BY:CX-SRC-SRC-MI1-0005,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
6,Remember vs Learn,CX-LIVE-BRAINSTORM-0057,ASA-MI-OQ-LEARN-001,REMEMBER(E) vs LEARN(E): same or different operators?,D_LIVE_BRAINSTORM_AS_IS,OPEN_QUESTION,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-OQ-LEARN-001,LIVE_REPOSITORY_RESEARCH_RECORD,OPEN,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
6,Remember vs Learn,CX-SRC-SOURCE-NORMALIZED-SET-0008,SN-OQ-MEM-004,"Is procedural expertise Memory, function/skill state, derived policy, model-bound adaptation, or a portable combination?",C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-MEM-004,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
6,Remember vs Learn,CX-SRC-SOURCE-NORMALIZED-SET-0026,SN-OQ-EVO-001,"How should experience become semantic knowledge, heuristic, procedural expertise, relationship model, or personality-like disposition without treating all change as growth?",C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-EVO-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
6,Remember vs Learn,CX-SRC-SRC-MI1-0024,SN-MI-H-010,Fission can be modeled as shared origin + inherited common/relevant memory + lineage → divergent experiences → divergent memory/personality/expertise.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/03_ASA_MI_PLANNER_SOURCE_OBJECTS.md#SN-MI-H-010,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
6,Remember vs Learn,CX-SRC-SRC-MI1-0029,SN-MI-H-013,"A local degraded mode may preserve core memory access, compact reconstruction, authority boundaries, new-experience recording, export/recovery, and external-compute routing without cloud parity.",C_EXISTING_SOURCE_NORMALIZED_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/03_ASA_MI_PLANNER_SOURCE_OBJECTS.md#SN-MI-H-013,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
6,Remember vs Learn,CX-SRC-SRC-MI1-0034,SN-MI-M-008,Experience/performance/relationship → authority-expansion candidate → product-side audit/review → scoped proposal → user/applicable governance approval → separate active grant,C_EXISTING_SOURCE_NORMALIZED_AS_IS,MODEL,control/research/asa-mi/source-normalized-drafts/v0.1/03_ASA_MI_PLANNER_SOURCE_OBJECTS.md#SN-MI-M-008,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
6,Remember vs Learn,CX-SRC-SRC-MI1-0039,SN-MI-EXP-001,SAME_INIT + SAME_MODEL + DIFFERENT_EXPERIENCE → measure durable Persona divergence,C_EXISTING_SOURCE_NORMALIZED_AS_IS,EXPERIMENT_IDEA,control/research/asa-mi/source-normalized-drafts/v0.1/03_ASA_MI_PLANNER_SOURCE_OBJECTS.md#SN-MI-EXP-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
6,Remember vs Learn,CX-SRC-SRC-MI1-0045,SN-MI-H-016,Experience may produce multiple memory/state products rather than one biography-like text representation.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-H-016,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
6,Remember vs Learn,CX-SRC-SRC-MI1-0047,SN-MI-OQ-012,Which learned products should remain linked to episodes versus materialize as reusable function/skill/state?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-OQ-012,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
6,Remember vs Learn,CX-SRC-SRC-MI1-ADVERSARIAL-PACKET-SOURCE-CONTEXT-0001,SN-MI-H-014,"Personas may originate from a common Person-side cognitive root while accumulating Persona-specific experience, memory, specialization, heuristics, and relational history.",C_EXISTING_SOURCE_NORMALIZED_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-H-014,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
